Date,Flight Number,From,To,Class,Price,FLowCard,Bags Checked,Meal Type
9/23/2024,PA009,New York,Tokyo,Business Class,619.20,Yes,3,Vegetarian
2/25/2024,PA002,New York,London,Premium Economy,725.00,Yes,1,Vegetarian
4/4/2024,PA012,Tokyo,Perth,Economy,2420.00,Yes,2,Vegan
4/27/2024,PA001,London,New York,Premium Economy,1045.00,Yes,0,Nut Free
5/15/2024,PA007,New York,Perth,Premium Economy,850.00,Yes,2,Vegan
9/28/2024,PA010,Tokyo,New York,Business Class,396.00,Yes,3,None
1/22/2024,PA007,New York,Perth,Economy,1350.00,Yes,3,Vegan
3/18/2024,PA004,Perth,London,Premium Economy,702.50,Yes,3,Vegan
7/21/2024,PA008,Perth,New York,First Class,543.00,Yes,2,Vegan
7/15/2024,PA012,Tokyo,Perth,Premium Economy,1422.50,Yes,2,Nut Free
7/26/2024,PA005,London,Tokyo,First Class,578.00,Yes,1,Dairy Free
2/24/2024,PA005,London,Tokyo,Premium Economy,1560.00,Yes,3,Dairy Free
3/2/2024,PA012,Tokyo,Perth,Business Class,271.20,Yes,3,Egg Free
12/26/2024,PA003,London,Perth,Premium Economy,787.50,Yes,2,Vegetarian
4/7/2024,PA006,Tokyo,London,Economy,2885.00,Yes,1,Dairy Free
1/19/2024,PA010,Tokyo,New York,Business Class,728.40,Yes,1,Dairy Free
8/29/2024,PA008,Perth,New York,First Class,366.00,Yes,1,None
11/12/2024,PA002,New York,London,First Class,553.00,Yes,0,None
4/20/2024,PA003,London,Perth,Business Class,654.00,Yes,0,Vegetarian
10/14/2024,PA007,New York,Perth,Economy,1170.00,Yes,3,Vegan
9/14/2024,PA004,Perth,London,Economy,2565.00,Yes,1,Dairy Free
2/19/2024,PA010,Tokyo,New York,Premium Economy,1297.50,Yes,2,None
8/17/2024,PA009,New York,Tokyo,Economy,1125.00,Yes,0,Vegetarian
10/8/2024,PA005,London,Tokyo,First Class,239.00,Yes,3,None
4/4/2024,PA011,Perth,Tokyo,Premium Economy,1457.50,Yes,0,None
5/20/2024,PA003,London,Perth,Economy,1935.00,Yes,0,Vegan
8/24/2024,PA008,Perth,New York,Business Class,326.40,Yes,3,Dairy Free
5/31/2024,PA008,Perth,New York,First Class,601.00,Yes,3,Vegan
2/18/2024,PA011,Perth,Tokyo,Premium Economy,595.00,Yes,1,Nut Free
8/17/2024,PA005,London,Tokyo,Economy,1895.00,Yes,0,Egg Free
3/27/2024,PA001,London,New York,Economy,1630.00,Yes,1,Nut Free
1/7/2024,PA002,New York,London,Premium Economy,1227.50,Yes,3,Vegan
7/9/2024,PA001,London,New York,Business Class,351.60,Yes,3,Vegan
1/16/2024,PA010,Tokyo,New York,Business Class,777.60,Yes,3,Nut Free
9/5/2024,PA002,New York,London,First Class,267.00,Yes,3,Dairy Free
1/2/2024,PA010,Tokyo,New York,Business Class,572.40,Yes,0,Vegan
11/16/2024,PA011,Perth,Tokyo,Premium Economy,1180.00,Yes,0,None
2/10/2024,PA012,Tokyo,Perth,Economy,1745.00,Yes,2,Vegan
6/29/2024,PA005,London,Tokyo,First Class,617.00,Yes,3,Nut Free
3/10/2024,PA002,New York,London,Premium Economy,725.00,Yes,1,Vegan
8/19/2024,PA010,Tokyo,New York,Business Class,452.40,Yes,0,Dairy Free
10/14/2024,PA010,Tokyo,New York,First Class,331.00,Yes,2,None
8/14/2024,PA011,Perth,Tokyo,Economy,1355.00,Yes,0,Vegetarian
9/29/2024,PA007,New York,Perth,Economy,3460.00,Yes,3,None
6/21/2024,PA005,London,Tokyo,First Class,238.00,Yes,3,Vegan
1/3/2024,PA004,Perth,London,First Class,620.00,Yes,2,None
11/30/2024,PA004,Perth,London,Economy,3225.00,Yes,2,None
4/30/2024,PA001,London,New York,Economy,2925.00,Yes,2,Vegetarian
11/23/2024,PA001,London,New York,Business Class,772.80,Yes,3,Dairy Free
7/3/2024,PA003,London,Perth,Premium Economy,555.00,Yes,2,Egg Free
11/5/2024,PA002,New York,London,Premium Economy,1030.00,Yes,1,Egg Free
6/26/2024,PA003,London,Perth,Business Class,241.20,Yes,2,Vegetarian
3/16/2024,PA005,London,Tokyo,Business Class,734.40,Yes,2,Vegan
1/6/2024,PA001,London,New York,Business Class,727.20,Yes,2,Nut Free
1/26/2024,PA004,Perth,London,First Class,524.00,Yes,0,Egg Free
8/25/2024,PA011,Perth,Tokyo,Economy,2985.00,Yes,1,Vegetarian
10/11/2024,PA005,London,Tokyo,Economy,1675.00,Yes,3,Vegetarian
3/30/2024,PA012,Tokyo,Perth,Business Class,272.40,Yes,3,None
2/6/2024,PA002,New York,London,Business Class,589.20,Yes,1,Vegetarian
8/1/2024,PA006,Tokyo,London,Business Class,789.60,Yes,0,None
12/28/2024,PA009,New York,Tokyo,Economy,2705.00,Yes,3,Dairy Free
8/6/2024,PA012,Tokyo,Perth,Business Class,442.80,Yes,3,Nut Free
11/17/2024,PA012,Tokyo,Perth,Premium Economy,1585.00,Yes,1,Vegetarian
8/17/2024,PA003,London,Perth,Business Class,532.80,Yes,2,Nut Free
9/22/2024,PA011,Perth,Tokyo,Economy,2035.00,Yes,0,Vegetarian
10/24/2024,PA003,London,Perth,Premium Economy,1037.50,Yes,1,Nut Free
11/28/2024,PA012,Tokyo,Perth,Business Class,588.00,Yes,2,Nut Free
3/20/2024,PA003,London,Perth,First Class,303.00,Yes,0,None
8/13/2024,PA004,Perth,London,Business Class,606.00,Yes,2,Dairy Free
3/1/2024,PA008,Perth,New York,First Class,471.00,Yes,2,Nut Free
5/22/2024,PA004,Perth,London,First Class,670.00,Yes,0,Dairy Free
2/29/2024,PA008,Perth,New York,Business Class,387.60,Yes,2,Egg Free
5/28/2024,PA010,Tokyo,New York,Premium Economy,720.00,Yes,1,None
10/16/2024,PA001,London,New York,Premium Economy,662.50,Yes,0,Egg Free
12/17/2024,PA007,New York,Perth,Economy,1295.00,Yes,1,Vegan
7/26/2024,PA009,New York,Tokyo,First Class,225.00,Yes,2,Vegan
12/28/2024,PA008,Perth,New York,Premium Economy,542.50,Yes,2,None
9/20/2024,PA005,London,Tokyo,Economy,2355.00,Yes,3,Egg Free
10/2/2024,PA006,Tokyo,London,Business Class,706.80,Yes,1,Vegan
4/2/2024,PA003,London,Perth,First Class,667.00,Yes,1,Vegan
2/9/2024,PA010,Tokyo,New York,First Class,680.00,Yes,1,Egg Free
9/3/2024,PA009,New York,Tokyo,Business Class,369.60,Yes,2,Nut Free
8/31/2024,PA011,Perth,Tokyo,First Class,284.00,Yes,3,Egg Free
1/21/2024,PA001,London,New York,Business Class,552.00,Yes,3,Dairy Free
8/10/2024,PA006,Tokyo,London,First Class,234.00,Yes,3,Egg Free
12/16/2024,PA012,Tokyo,Perth,Premium Economy,552.50,Yes,2,Dairy Free
4/4/2024,PA002,New York,London,Business Class,304.80,Yes,0,Vegan
10/13/2024,PA009,New York,Tokyo,First Class,410.00,Yes,0,Dairy Free
11/21/2024,PA005,London,Tokyo,Economy,1665.00,Yes,0,Nut Free
6/23/2024,PA001,London,New York,Premium Economy,582.50,Yes,3,Nut Free
9/6/2024,PA011,Perth,Tokyo,Premium Economy,710.00,Yes,1,Vegetarian
2/21/2024,PA003,London,Perth,Business Class,436.80,Yes,0,Egg Free
10/8/2024,PA011,Perth,Tokyo,Premium Economy,1360.00,Yes,1,Dairy Free
11/11/2024,PA008,Perth,New York,Premium Economy,1332.50,Yes,3,Nut Free
11/21/2024,PA012,Tokyo,Perth,First Class,555.00,Yes,0,Nut Free
6/8/2024,PA009,New York,Tokyo,First Class,589.00,Yes,0,Vegan
11/26/2024,PA012,Tokyo,Perth,First Class,495.00,Yes,1,Dairy Free
5/26/2024,PA002,New York,London,Economy,3405.00,Yes,3,Vegetarian
4/17/2024,PA006,Tokyo,London,Business Class,550.80,Yes,2,Egg Free
8/30/2024,PA008,Perth,New York,Business Class,602.40,Yes,0,Nut Free
1/6/2024,PA007,New York,Perth,Premium Economy,1192.50,Yes,3,Egg Free
8/4/2024,PA007,New York,Perth,Premium Economy,1235.00,Yes,1,Vegetarian
5/28/2024,PA006,Tokyo,London,First Class,507.00,Yes,2,None
4/2/2024,PA011,Perth,Tokyo,First Class,506.00,Yes,2,Dairy Free
11/9/2024,PA001,London,New York,Economy,1370.00,Yes,2,Vegan
10/9/2024,PA006,Tokyo,London,First Class,514.00,Yes,1,None
12/18/2024,PA010,Tokyo,New York,Business Class,362.40,Yes,3,Egg Free
12/31/2024,PA001,London,New York,Premium Economy,615.00,Yes,0,Egg Free
8/21/2024,PA010,Tokyo,New York,First Class,421.00,Yes,1,None
6/13/2024,PA008,Perth,New York,First Class,632.00,Yes,1,Vegan
12/4/2024,PA005,London,Tokyo,First Class,256.00,Yes,0,Egg Free
11/3/2024,PA012,Tokyo,Perth,Premium Economy,1087.50,Yes,0,Vegetarian
7/26/2024,PA007,New York,Perth,Business Class,424.80,Yes,1,Egg Free
11/29/2024,PA007,New York,Perth,Premium Economy,882.50,Yes,0,None
4/15/2024,PA006,Tokyo,London,Premium Economy,1355.00,Yes,3,None
12/13/2024,PA003,London,Perth,Business Class,364.80,Yes,0,Nut Free
11/4/2024,PA009,New York,Tokyo,Economy,2045.00,Yes,0,Dairy Free
8/20/2024,PA009,New York,Tokyo,First Class,505.00,Yes,3,Vegan
8/17/2024,PA009,New York,Tokyo,Economy,2525.00,Yes,3,Nut Free
5/23/2024,PA011,Perth,Tokyo,Business Class,697.20,Yes,2,Dairy Free
8/25/2024,PA003,London,Perth,Premium Economy,1207.50,Yes,0,Dairy Free
11/8/2024,PA009,New York,Tokyo,Premium Economy,670.00,Yes,2,Vegetarian
1/27/2024,PA011,Perth,Tokyo,Business Class,289.20,Yes,2,Dairy Free
2/7/2024,PA004,Perth,London,First Class,583.00,Yes,2,Egg Free
12/29/2024,PA002,New York,London,Premium Economy,740.00,Yes,2,None
9/25/2024,PA012,Tokyo,Perth,First Class,485.00,Yes,0,Vegan
4/24/2024,PA007,New York,Perth,First Class,673.00,Yes,3,Vegan
12/5/2024,PA008,Perth,New York,Business Class,734.40,Yes,2,Vegetarian
11/11/2024,PA004,Perth,London,Economy,3405.00,Yes,2,Egg Free
12/2/2024,PA008,Perth,New York,First Class,288.00,Yes,0,Vegetarian
7/14/2024,PA005,London,Tokyo,Economy,2290.00,Yes,1,Egg Free
1/10/2024,PA002,New York,London,Economy,3305.00,Yes,0,None
8/23/2024,PA003,London,Perth,Economy,2455.00,Yes,1,Dairy Free
2/22/2024,PA009,New York,Tokyo,Premium Economy,507.50,Yes,1,Nut Free
5/28/2024,PA007,New York,Perth,First Class,584.00,Yes,1,Dairy Free
1/4/2024,PA011,Perth,Tokyo,Business Class,692.40,Yes,1,Vegan
4/2/2024,PA004,Perth,London,First Class,280.00,Yes,2,Vegan
9/25/2024,PA004,Perth,London,Business Class,321.60,Yes,3,None
7/30/2024,PA001,London,New York,Premium Economy,560.00,Yes,1,Vegan
12/19/2024,PA006,Tokyo,London,Business Class,529.20,Yes,3,Vegan
10/11/2024,PA005,London,Tokyo,First Class,633.00,Yes,0,None
2/16/2024,PA010,Tokyo,New York,Business Class,594.00,Yes,3,Vegan
6/15/2024,PA009,New York,Tokyo,Business Class,453.60,Yes,1,Egg Free
10/20/2024,PA003,London,Perth,Business Class,656.40,Yes,1,None
4/19/2024,PA001,London,New York,Premium Economy,1287.50,Yes,0,Vegan
10/7/2024,PA010,Tokyo,New York,First Class,583.00,Yes,3,Dairy Free
12/12/2024,PA011,Perth,Tokyo,Economy,1165.00,Yes,3,Vegetarian
12/9/2024,PA007,New York,Perth,Premium Economy,1170.00,Yes,2,Egg Free
4/13/2024,PA009,New York,Tokyo,Economy,2110.00,Yes,3,Dairy Free
1/16/2024,PA003,London,Perth,Premium Economy,867.50,Yes,1,Egg Free
3/11/2024,PA004,Perth,London,Business Class,804.00,Yes,2,Vegan
6/13/2024,PA009,New York,Tokyo,First Class,519.00,Yes,2,Nut Free
10/24/2024,PA012,Tokyo,Perth,Business Class,700.80,Yes,0,Vegetarian
3/31/2024,PA001,London,New York,Business Class,553.20,Yes,2,Nut Free
2/21/2024,PA008,Perth,New York,Premium Economy,1505.00,Yes,2,Egg Free
10/11/2024,PA006,Tokyo,London,Business Class,704.40,Yes,2,Vegan
9/18/2024,PA002,New York,London,First Class,630.00,Yes,2,None
10/25/2024,PA004,Perth,London,First Class,313.00,Yes,3,Egg Free
9/15/2024,PA005,London,Tokyo,First Class,655.00,Yes,0,Dairy Free
4/19/2024,PA002,New York,London,Business Class,423.60,Yes,1,Nut Free
4/3/2024,PA009,New York,Tokyo,Economy,3340.00,Yes,3,Egg Free
6/2/2024,PA007,New York,Perth,Business Class,408.00,Yes,2,Vegetarian
6/10/2024,PA010,Tokyo,New York,Premium Economy,1317.50,Yes,3,Nut Free
1/8/2024,PA012,Tokyo,Perth,Economy,3120.00,Yes,2,Vegetarian
9/25/2024,PA003,London,Perth,Premium Economy,572.50,Yes,0,Egg Free
9/30/2024,PA006,Tokyo,London,Premium Economy,1435.00,Yes,1,Vegan
9/16/2024,PA005,London,Tokyo,First Class,233.00,Yes,3,Nut Free
7/29/2024,PA008,Perth,New York,Business Class,520.80,Yes,2,Vegetarian
5/14/2024,PA005,London,Tokyo,First Class,239.00,Yes,2,Dairy Free
11/18/2024,PA007,New York,Perth,Premium Economy,600.00,Yes,1,Vegetarian
5/27/2024,PA009,New York,Tokyo,Economy,1520.00,Yes,2,Egg Free
7/15/2024,PA008,Perth,New York,Business Class,316.80,Yes,0,Nut Free
11/16/2024,PA009,New York,Tokyo,Economy,2290.00,Yes,2,Vegetarian
1/11/2024,PA012,Tokyo,Perth,First Class,269.00,Yes,1,Nut Free
2/12/2024,PA011,Perth,Tokyo,Business Class,504.00,Yes,2,None
2/24/2024,PA008,Perth,New York,Economy,1500.00,Yes,1,Vegan
1/28/2024,PA011,Perth,Tokyo,Business Class,512.40,Yes,1,Nut Free
2/8/2024,PA009,New York,Tokyo,Premium Economy,585.00,Yes,2,Vegetarian
7/19/2024,PA008,Perth,New York,Business Class,463.20,Yes,2,Nut Free
8/20/2024,PA006,Tokyo,London,Premium Economy,1325.00,Yes,1,Dairy Free
11/19/2024,PA007,New York,Perth,Premium Economy,1372.50,Yes,2,None
3/22/2024,PA005,London,Tokyo,First Class,340.00,Yes,1,Nut Free
2/14/2024,PA004,Perth,London,Business Class,678.00,Yes,0,Nut Free
10/20/2024,PA004,Perth,London,First Class,616.00,Yes,3,Egg Free
12/8/2024,PA002,New York,London,First Class,333.00,Yes,3,None
4/17/2024,PA009,New York,Tokyo,Premium Economy,1000.00,Yes,0,None
2/4/2024,PA001,London,New York,Premium Economy,537.50,Yes,2,None
1/29/2024,PA010,Tokyo,New York,First Class,413.00,Yes,2,Nut Free
4/27/2024,PA003,London,Perth,Premium Economy,965.00,Yes,3,Dairy Free
5/9/2024,PA010,Tokyo,New York,Premium Economy,1725.00,Yes,0,Vegetarian
12/23/2024,PA002,New York,London,Premium Economy,1475.00,Yes,0,None
4/15/2024,PA004,Perth,London,Premium Economy,1582.50,Yes,0,Vegetarian
12/23/2024,PA004,Perth,London,Business Class,399.60,Yes,2,Nut Free
8/27/2024,PA012,Tokyo,Perth,Premium Economy,1312.50,Yes,2,Nut Free
11/2/2024,PA005,London,Tokyo,Economy,1170.00,Yes,3,Dairy Free
7/21/2024,PA007,New York,Perth,Business Class,746.40,Yes,3,Egg Free
8/15/2024,PA009,New York,Tokyo,Business Class,608.40,Yes,2,Dairy Free
11/11/2024,PA009,New York,Tokyo,First Class,456.00,Yes,3,Nut Free
4/26/2024,PA012,Tokyo,Perth,Premium Economy,1735.00,Yes,1,Egg Free
4/26/2024,PA002,New York,London,Business Class,338.40,Yes,3,Nut Free
5/19/2024,PA005,London,Tokyo,First Class,341.00,Yes,3,Egg Free
7/4/2024,PA008,Perth,New York,Business Class,622.80,Yes,2,None
3/11/2024,PA005,London,Tokyo,Business Class,708.00,Yes,0,Egg Free
2/15/2024,PA005,London,Tokyo,Business Class,309.60,Yes,2,Egg Free
4/18/2024,PA007,New York,Perth,Premium Economy,1282.50,Yes,0,Vegetarian
10/27/2024,PA010,Tokyo,New York,First Class,695.00,Yes,2,Egg Free
3/24/2024,PA004,Perth,London,Economy,1810.00,Yes,2,None
1/30/2024,PA007,New York,Perth,Economy,2815.00,Yes,2,Vegan
11/4/2024,PA011,Perth,Tokyo,Premium Economy,1145.00,Yes,0,Nut Free
8/3/2024,PA005,London,Tokyo,First Class,334.00,Yes,0,Egg Free
11/21/2024,PA012,Tokyo,Perth,Economy,1265.00,Yes,0,Vegan
11/12/2024,PA009,New York,Tokyo,Premium Economy,652.50,Yes,3,Nut Free
2/28/2024,PA003,London,Perth,First Class,415.00,Yes,0,Egg Free
6/2/2024,PA003,London,Perth,Business Class,711.60,Yes,1,Dairy Free
8/9/2024,PA012,Tokyo,Perth,Economy,1270.00,Yes,2,Vegetarian
3/16/2024,PA007,New York,Perth,Economy,3010.00,Yes,1,Nut Free
6/4/2024,PA005,London,Tokyo,Business Class,799.20,Yes,0,Dairy Free
10/28/2024,PA006,Tokyo,London,Economy,1055.00,Yes,2,Dairy Free
12/9/2024,PA007,New York,Perth,Premium Economy,1650.00,Yes,3,Vegetarian
10/18/2024,PA006,Tokyo,London,Premium Economy,1722.50,Yes,0,Vegetarian
4/27/2024,PA006,Tokyo,London,Premium Economy,805.00,Yes,0,Vegan
5/16/2024,PA006,Tokyo,London,First Class,307.00,Yes,1,Dairy Free
4/24/2024,PA006,Tokyo,London,Premium Economy,855.00,Yes,3,Vegetarian
1/29/2024,PA009,New York,Tokyo,Premium Economy,1227.50,Yes,3,Dairy Free
8/6/2024,PA003,London,Perth,Economy,1715.00,Yes,0,Egg Free
12/11/2024,PA012,Tokyo,Perth,Business Class,634.80,Yes,1,Vegetarian
10/15/2024,PA004,Perth,London,Economy,1405.00,Yes,3,Vegetarian
9/17/2024,PA003,London,Perth,Business Class,411.60,Yes,0,Nut Free
11/18/2024,PA010,Tokyo,New York,Business Class,800.40,Yes,0,Vegetarian
1/29/2024,PA009,New York,Tokyo,Economy,1995.00,Yes,0,Egg Free
3/25/2024,PA011,Perth,Tokyo,First Class,201.00,Yes,1,Vegan
12/22/2024,PA002,New York,London,First Class,525.00,Yes,1,Egg Free
7/26/2024,PA009,New York,Tokyo,Economy,2685.00,Yes,2,Vegetarian
8/24/2024,PA006,Tokyo,London,First Class,303.00,Yes,3,Dairy Free
1/10/2024,PA010,Tokyo,New York,Premium Economy,927.50,Yes,1,Egg Free
10/6/2024,PA003,London,Perth,Premium Economy,1047.50,Yes,3,Egg Free
8/22/2024,PA012,Tokyo,Perth,Business Class,675.60,Yes,0,Vegetarian
5/23/2024,PA003,London,Perth,Economy,2815.00,Yes,1,Dairy Free
2/9/2024,PA001,London,New York,Economy,2700.00,Yes,0,None
6/13/2024,PA006,Tokyo,London,Economy,1945.00,Yes,1,Vegetarian
9/19/2024,PA010,Tokyo,New York,Economy,2720.00,Yes,0,None
3/23/2024,PA012,Tokyo,Perth,Economy,2015.00,Yes,3,Dairy Free
11/7/2024,PA006,Tokyo,London,First Class,215.00,Yes,3,Dairy Free
5/16/2024,PA005,London,Tokyo,Business Class,487.20,Yes,1,Nut Free
8/15/2024,PA003,London,Perth,Business Class,496.80,Yes,1,Egg Free
7/12/2024,PA007,New York,Perth,First Class,411.00,Yes,3,None
6/17/2024,PA001,London,New York,First Class,462.00,Yes,1,Vegetarian
12/17/2024,PA010,Tokyo,New York,First Class,224.00,Yes,2,None
8/23/2024,PA009,New York,Tokyo,First Class,530.00,Yes,3,Egg Free
11/10/2024,PA006,Tokyo,London,Premium Economy,1702.50,Yes,0,Egg Free
4/23/2024,PA008,Perth,New York,Economy,2630.00,Yes,3,Egg Free
10/5/2024,PA006,Tokyo,London,First Class,659.00,Yes,1,None
4/12/2024,PA012,Tokyo,Perth,Premium Economy,1222.50,Yes,0,Egg Free
1/13/2024,PA007,New York,Perth,First Class,571.00,Yes,3,Dairy Free
6/17/2024,PA004,Perth,London,Premium Economy,500.00,Yes,2,Egg Free
5/15/2024,PA001,London,New York,Business Class,699.60,Yes,1,None
2/19/2024,PA011,Perth,Tokyo,Economy,2810.00,Yes,2,Vegetarian
3/25/2024,PA002,New York,London,Economy,2325.00,Yes,3,Vegetarian
10/21/2024,PA001,London,New York,Economy,2000.00,Yes,0,Nut Free
11/16/2024,PA004,Perth,London,Economy,1050.00,Yes,3,Vegetarian
4/6/2024,PA012,Tokyo,Perth,First Class,235.00,Yes,2,Vegetarian
6/7/2024,PA008,Perth,New York,Economy,2740.00,Yes,0,Vegan
4/1/2024,PA005,London,Tokyo,Business Class,552.00,Yes,2,Vegan
12/17/2024,PA011,Perth,Tokyo,First Class,208.00,Yes,3,Vegan
6/10/2024,PA006,Tokyo,London,Premium Economy,1147.50,Yes,3,Vegan
1/26/2024,PA008,Perth,New York,Economy,2610.00,Yes,0,None
1/17/2024,PA012,Tokyo,Perth,Business Class,805.20,Yes,1,None
3/4/2024,PA001,London,New York,Business Class,697.20,Yes,0,None
8/8/2024,PA011,Perth,Tokyo,First Class,582.00,Yes,3,Vegan
7/20/2024,PA001,London,New York,Economy,2885.00,Yes,3,Nut Free
6/17/2024,PA008,Perth,New York,Premium Economy,1185.00,Yes,3,Nut Free
1/21/2024,PA009,New York,Tokyo,Business Class,411.60,Yes,3,Dairy Free
3/1/2024,PA004,Perth,London,First Class,493.00,Yes,1,Egg Free
5/12/2024,PA005,London,Tokyo,Premium Economy,1030.00,Yes,0,Egg Free
12/25/2024,PA007,New York,Perth,Business Class,386.40,Yes,1,None
4/17/2024,PA007,New York,Perth,Business Class,355.20,Yes,3,Dairy Free
1/17/2024,PA005,London,Tokyo,Business Class,537.60,Yes,1,Vegan
4/5/2024,PA011,Perth,Tokyo,Business Class,763.20,Yes,3,None
7/3/2024,PA004,Perth,London,Business Class,550.80,Yes,1,Dairy Free
4/25/2024,PA007,New York,Perth,Business Class,482.40,Yes,1,Egg Free
10/24/2024,PA011,Perth,Tokyo,Business Class,712.80,Yes,2,Vegan
1/31/2024,PA012,Tokyo,Perth,First Class,397.00,Yes,1,Egg Free
2/19/2024,PA009,New York,Tokyo,Economy,2385.00,Yes,2,Vegan
10/30/2024,PA001,London,New York,First Class,287.00,Yes,2,Vegetarian
1/14/2024,PA010,Tokyo,New York,Business Class,636.00,Yes,1,Nut Free
2/24/2024,PA006,Tokyo,London,Premium Economy,1132.50,Yes,2,Nut Free
8/14/2024,PA002,New York,London,First Class,429.00,Yes,3,Nut Free
10/15/2024,PA012,Tokyo,Perth,Business Class,273.60,Yes,2,Vegan
8/19/2024,PA008,Perth,New York,Economy,1985.00,Yes,3,Dairy Free
10/4/2024,PA006,Tokyo,London,Business Class,357.60,Yes,0,Egg Free
5/23/2024,PA010,Tokyo,New York,Business Class,492.00,Yes,3,None
7/4/2024,PA007,New York,Perth,Premium Economy,1750.00,Yes,0,Nut Free
1/31/2024,PA004,Perth,London,Economy,2845.00,Yes,0,Nut Free
10/6/2024,PA001,London,New York,Business Class,776.40,Yes,2,Vegan
11/15/2024,PA012,Tokyo,Perth,Business Class,456.00,Yes,2,Egg Free
9/17/2024,PA005,London,Tokyo,Economy,2995.00,Yes,0,Vegan
1/3/2024,PA008,Perth,New York,Business Class,558.00,Yes,2,Dairy Free
10/23/2024,PA003,London,Perth,Business Class,406.80,Yes,3,Vegan
10/30/2024,PA008,Perth,New York,Economy,2310.00,Yes,2,Egg Free
7/5/2024,PA001,London,New York,Premium Economy,835.00,Yes,2,Vegetarian
12/2/2024,PA004,Perth,London,Business Class,482.40,Yes,1,Vegan
2/22/2024,PA012,Tokyo,Perth,First Class,231.00,Yes,1,None
12/7/2024,PA010,Tokyo,New York,Business Class,548.40,Yes,0,Vegetarian
10/29/2024,PA004,Perth,London,Premium Economy,905.00,Yes,3,Vegetarian
11/20/2024,PA006,Tokyo,London,First Class,627.00,Yes,3,Vegetarian
6/1/2024,PA011,Perth,Tokyo,Business Class,532.80,Yes,0,Vegetarian
7/23/2024,PA001,London,New York,First Class,418.00,Yes,2,Vegan
3/7/2024,PA002,New York,London,First Class,632.00,Yes,2,None
7/25/2024,PA008,Perth,New York,Business Class,766.80,Yes,0,Vegetarian
5/14/2024,PA011,Perth,Tokyo,First Class,503.00,Yes,3,Vegan
4/8/2024,PA006,Tokyo,London,Premium Economy,782.50,Yes,3,None
6/6/2024,PA007,New York,Perth,Premium Economy,1565.00,Yes,2,Egg Free
12/25/2024,PA003,London,Perth,Premium Economy,1225.00,Yes,2,Vegan
8/19/2024,PA007,New York,Perth,Economy,3105.00,Yes,1,None
10/6/2024,PA008,Perth,New York,Premium Economy,1632.50,Yes,3,Vegan
2/28/2024,PA011,Perth,Tokyo,Business Class,626.40,Yes,0,Nut Free
9/28/2024,PA002,New York,London,First Class,521.00,Yes,3,Dairy Free
2/16/2024,PA010,Tokyo,New York,Business Class,259.20,Yes,0,Vegetarian
7/9/2024,PA006,Tokyo,London,First Class,365.00,Yes,2,Dairy Free
12/14/2024,PA011,Perth,Tokyo,Premium Economy,1027.50,Yes,2,Dairy Free
5/9/2024,PA012,Tokyo,Perth,Economy,2225.00,Yes,3,Nut Free
11/12/2024,PA003,London,Perth,Premium Economy,1392.50,Yes,0,Nut Free
2/12/2024,PA006,Tokyo,London,Premium Economy,1075.00,Yes,0,Egg Free
5/11/2024,PA003,London,Perth,Economy,2000.00,Yes,1,Vegetarian
3/21/2024,PA011,Perth,Tokyo,Economy,1465.00,Yes,3,Nut Free
8/27/2024,PA003,London,Perth,First Class,422.00,Yes,1,Dairy Free
3/18/2024,PA002,New York,London,Business Class,409.20,Yes,0,None
12/1/2024,PA004,Perth,London,Premium Economy,1580.00,Yes,0,Dairy Free
12/16/2024,PA004,Perth,London,Economy,2770.00,Yes,0,Dairy Free
4/19/2024,PA011,Perth,Tokyo,First Class,484.00,Yes,1,Vegetarian
12/25/2024,PA006,Tokyo,London,Economy,3350.00,Yes,0,Nut Free
10/12/2024,PA008,Perth,New York,First Class,604.00,Yes,3,Vegetarian
9/7/2024,PA010,Tokyo,New York,First Class,697.00,Yes,2,None
10/2/2024,PA004,Perth,London,Economy,2420.00,Yes,0,Nut Free
5/22/2024,PA009,New York,Tokyo,First Class,693.00,Yes,0,Dairy Free
11/3/2024,PA008,Perth,New York,Economy,2000.00,Yes,2,Dairy Free
8/8/2024,PA002,New York,London,First Class,548.00,Yes,1,Dairy Free
10/17/2024,PA007,New York,Perth,Premium Economy,715.00,Yes,1,None
12/4/2024,PA004,Perth,London,Business Class,442.80,Yes,2,Nut Free
9/4/2024,PA009,New York,Tokyo,Business Class,642.00,Yes,3,None
4/9/2024,PA005,London,Tokyo,Economy,1350.00,Yes,1,None
4/29/2024,PA011,Perth,Tokyo,Economy,2785.00,Yes,1,Dairy Free
8/12/2024,PA008,Perth,New York,First Class,310.00,Yes,3,Dairy Free
5/23/2024,PA011,Perth,Tokyo,Business Class,302.40,Yes,1,Vegetarian
8/4/2024,PA010,Tokyo,New York,Economy,3390.00,Yes,0,None
8/21/2024,PA004,Perth,London,Premium Economy,1317.50,Yes,3,Dairy Free
4/25/2024,PA011,Perth,Tokyo,Economy,2135.00,Yes,0,Dairy Free
3/11/2024,PA007,New York,Perth,Premium Economy,722.50,Yes,2,Vegetarian
10/14/2024,PA007,New York,Perth,First Class,219.00,Yes,0,Vegan
1/23/2024,PA002,New York,London,Business Class,409.20,Yes,1,Nut Free
5/25/2024,PA002,New York,London,Premium Economy,795.00,Yes,3,Egg Free
7/15/2024,PA002,New York,London,Premium Economy,892.50,Yes,1,Dairy Free
12/15/2024,PA002,New York,London,Business Class,626.40,Yes,3,Vegetarian
